nm,X2016.10.31,X2016.9.30,X2016.8.31,X2016.7.29,X2016.6.30,X2016.5.31,X2016.4.29,X2016.3.31,X2016.2.26,X2016.1.30,X2015.12.31,X2015.11.30,X2015.10.30,X2015.9.30,X2015.8.31,X2015.7.31,X2015.6.30,X2015.5.29,X2015.4.30,X2015.3.31,X2015.2.26,X2015.1.30,X2014.12.31,X2014.11.28,X2014.10.31,X2014.9.30,X2014.8.29,X2014.7.31,X2014.6.30,X2014.5.30,X2014.4.30,X2014.3.31,X2014.2.27,X2014.1.27,X2013.12.31,X2013.11.29,X2013.10.31,X2013.9.30,X2013.8.30,X2013.7.31,X2013.6.28,X2013.5.31,X2013.4.30,X2013.3.29,X2013.2.27,X2013.1.31,X2012.12.28,X2012.11.30,X2012.10.31,X2012.9.28,X2012.8.31,X2012.7.31,X2012.6.29,X2012.5.31,X2012.4.30,X2012.3.30,X2012.2.29,X2012.1.31,X2011.12.30,X2011.11.30,X2011.10.31,X2011.9.30,X2011.8.31,X2011.7.29,X2011.6.30,X2011.5.31,X2011.4.29,X2011.3.31,X2011.2.25,X2011.1.28,X2010.12.31,X2010.11.30,X2010.10.29,X2010.9.30,X2010.8.31,X2010.7.30,X2010.6.30,X2010.5.31,X2010.4.30,X2010.3.31,X2010.2.26,X2010.1.29,X2009.12.31,X2009.11.30,X2009.10.30,X2009.9.30,X2009.8.31,X2009.7.31,X2009.6.30,X2009.5.27,X2009.4.30,X2009.3.31,X2009.2.27,X2009.1.21,X2008.12.31,X2008.11.28,X2008.10.31,X2008.9.30,X2008.8.29,X2008.7.31,X2008.6.30,X2008.5.30,X2008.4.30,X2008.3.31,X2008.2.29,X2008.1.31,X2007.12.31,X2007.11.30,X2007.10.31,X2007.9.29,X2007.8.31,X2007.7.31,X2007.6.29,X2007.5.31,X2007.4.30,X2007.3.30,X2007.2.27,X2007.1.31,X2006.12.29,X2006.11.30,X2006.10.31,X2006.9.29,X2006.8.31,X2006.7.31,X2006.6.30,X2006.5.30,X2006.4.28,X2006.3.31,X2006.2.27,X2006.1.25,X2005.12.30,X2005.11.30,X2005.10.31,X2005.9.30,X2005.8.31,X2005.7.29,X2005.6.30,X2005.5.31,X2005.4.29,X2005.3.31,X2005.2.25,X2005.1.31,X2004.12.31,X2004.11.30,X2004.10.29,X2004.9.30,X2004.8.31,X2004.7.30,X2004.6.30,X2004.5.31,X2004.4.30,X2004.3.31,X2004.2.27,X2004.1.30,X2003.12.31,X2003.11.28,X2003.10.31,X2003.9.30,X2003.8.29,X2003.7.31,X2003.6.30,X2003.5.30,X2003.4.30,X2003.3.31,X2003.2.27,X2003.1.28,X2002.12.31,X2002.11.29,X2002.10.31,X2002.9.30,X2002.8.30,X2002.7.31,X2002.6.28,X2002.5.31,X2002.4.30,X2002.3.29,X2002.2.27,X2002.1.31,X2001.12.31,X2001.11.30,X2001.10.31,X2001.9.28,X2001.8.31,X2001.7.31,X2001.6.29,X2001.5.31,X2001.4.30,X2001.3.30,X2001.2.27,X2001.1.31,X2000.12.30,X2000.11.30,X2000.10.31,X2000.9.30,X2000.8.31,X2000.7.31,X2000.6.30,X2000.5.31,X2000.4.29,X2000.3.31,X2000.2.29,X2000.1.31
229,-8.9495,-5.5484,-5.9362,-2.7027,-4.7621,-6.9046,-10.411,-6.0046,-2.0243,-9.7902,-6.8852,-11.1112,-1.9608,-2.1051,-17.1053,-20.192,-13.5999,-12.6001,-7.1428,-6.1643,-4.0872,-5.5556,-0.5555,-6.3606,-13.8793,-9.3605,-9.091,-8.4057,-4.2896,-3.0798,-11.5271,-5.7142,-1.3636,-6.271,-2.2409,-8.4321,-5.1038,-2.7777,-7.5445,-4.246,-10.593,-2.721,-6.8001,-4.5044,-3.3707,-3.523,-1.7225,-2.2005,-20.0908,-2.7203,-2.6489,-7.5248,-4.9261,-8.9946,-14.4386,-11.7186,4.5456,0.2172,-5.4547,-21.6958,-3.4683,-15.0915,-20.4248,-10.006,-10.2904,-8.1355,-5.1328,-8,-10.3586,-5.2982,-1.6195,-8.5396,-8.6331,0.7236,-12.1127,1.4186,-5.1571,-16.1617,-6.1798,3.8059,-7.3593,-16.5217,3.1744,-1.4424,-8.0321,2.1624,-12.2187,4.4015,-15.313,0,2.3502,8.0329,-1.2194,-10.9178,-6.233,-22.2569,-21.9858,-33.9866,-7.5429,-11.7648,-26.0135,-11.852,-2.4306,-3.2928,5.8182,-24.9999,-9.9788,-20.4302,-14.1893,-3.3444,-20.15,0,2.337,-3.9157,-7.4899,-3.6587,-1.7405,-9.5239,-0.3236,1.2788,-1.5873,-2.4959,-5.6363,-7.2089,-13.0859,-8.4918,1.0217,-4.7223,-6.7266,-9.1316,0.8369,-1.2383,-13.8555,-6.6267,-13.924,-5.3659,1.2917,-6.25,-12.4335,-8,-0.3449,-8.085,1e-04,-6.3417,-9.4853,-6.1798,-2.9521,-12.3432,-13.5135,-9.2392,-13.143,-11.3209,0.4694,2.9125,-0.9092,-4.2682,-1.2658,-5.8823,-7.3881,0.5818,1.9356,3.5352,-15.3154,-9.5653,-14.7465,1.485,-9.091,-4.1668,0.21,-18.1193,-8.2305,-5.7377,-14.7888,-14.8213,-4.7273,4.3104,-7.6087,3.2051,14.6989,1.2658,-6.7568,-20.0001,-1.2194,-17.8695,-6.8085,-16.0918,-13,-1.1835,1.6259,16.5607,-10.6872,-13.8554,-17.7606,-18.6993,-14.1793,-6.338,-10.4973,-3.9526,-11.3823,-1.5385,-1.7753,20.395
230,-8.9449,-5.5319,-5.919,-2.6822,-4.75,-6.8964,-10.3955,-5.9944,-2.0044,-9.778,-6.8593,-11.1109,-1.9607,-2.0941,-17.0289,-20.1907,-13.5933,-12.543,-7.1135,-6.1112,-4.0735,-5.5118,-0.548,-6.3605,-13.8576,-9.3538,-9.0475,-8.3869,-4.2802,-3.0732,-11.5044,-5.6972,-1.3474,-6.2701,-2.1979,-8.417,-5.1021,-2.7633,-7.49,-4.2251,-10.5838,-2.709,-6.7925,-4.4944,-3.3548,-3.5204,-1.7193,-2.1667,-20.0621,-2.7115,-2.6447,-7.5152,-4.9065,-8.9889,-14.4318,-11.7022,4.5612,0.2507,-5.4373,-21.6711,-3.4168,-15.0799,-20.3821,-10,-10.2649,-8.1302,-5.0584,-7.9754,-10.3446,-5.2901,-1.5608,-8.5365,-8.6296,0.8158,-12.1069,1.4263,-5.1402,-16.1549,-6.1611,3.8402,-7.3504,-16.4337,3.1797,-1.4409,-7.9735,2.1979,-12.2091,4.4248,-15.3026,0,2.3808,8.0427,-1.2,-10.9091,-6.222,-22.2534,-21.9512,-33.9713,-7.489,-11.7431,-25.9947,-11.7647,-2.4306,-3.2836,5.82,-24.9531,-9.9461,-20.4302,-14.1712,-3.3048,-20.143,0,2.3416,-3.9107,-7.3239,-3.6142,-1.7392,-9.4828,-0.3174,1.3012,-1.5749,-2.4794,-5.5697,-7.2,-13.0138,-8.4888,1.0415,-4.6809,-6.7241,-9.1112,0.8546,-1.2269,-13.7931,-6.6148,-13.8973,-5.3437,1.3193,-6.1645,-12.414,-8,-0.3357,-8.0495,1e-04,-6.3349,-9.4788,-6.1373,-2.8846,-12.261,-13.4832,-9.155,-13.0842,-11.3125,0.5448,2.9127,-0.9091,-4.2624,-1.2501,-5.8498,-7.3332,0.6309,1.9531,3.5398,-15.2582,-9.4999,-14.7221,1.5242,-8.9687,-4.1665,0.3677,-18.116,-8.2143,-5.7004,-14.7827,-14.8148,-4.7171,4.327,-7.5894,3.219,14.706,1.3159,-6.7112,-20.0001,-1.195,-17.6704,-6.7012,-16.0716,-12.987,-1.1626,1.6557,16.6667,-10.684,-13.8095,-17.7419,-18.6273,-14.0497,-6.3289,-10.4939,-3.9132,-11.3775,-1.5382,-1.7441,20.4918
231,-8.913,-5.5158,-5.9074,-2.6503,-4.7446,-6.8917,-10.3846,-5.9816,-1.9704,-9.7525,-6.8585,-11.0671,-1.9606,-2.0521,-17.0279,-20.1005,-13.5839,-12.5372,-7.0935,-6.0891,-4.065,-5.5077,-0.542,-6.3452,-13.8203,-9.329,-8.9888,-8.3682,-4.2345,-3.0685,-11.4911,-5.6838,-1.3434,-6.2677,-2.1875,-8.3672,-5.0925,-2.7586,-7.4734,-4.2196,-10.5265,-2.6799,-6.75,-4.4445,-3.3493,-3.5,-1.7181,-2.1276,-20.052,-2.7089,-2.6317,-7.3226,-4.902,-8.9499,-14.3882,-11.6997,4.5815,0.3031,-5.4236,-21.647,-3.3841,-15.0764,-20.3542,-9.9291,-10.2636,-8.1036,-5.0472,-7.9683,-10.3322,-5.2816,-1.5218,-8.5063,-8.5715,0.845,-12.0636,1.4397,-5.1255,-16.096,-6.1391,3.8462,-7.3417,-16.4142,3.1819,-1.4234,-7.9646,2.2088,-12.0713,4.4269,-15.2778,0,2.3931,8.0488,-1.1278,-10.9009,-6.1474,-22.1996,-21.7562,-33.959,-7.4553,-11.7022,-25.9259,-11.7646,-2.4157,-3.2559,5.867,-24.8227,-9.8939,-20.412,-14.1473,-3.302,-19.9423,1e-04,2.4001,-3.9063,-7.3172,-3.5535,-1.7316,-9.4766,-0.2951,1.3115,-1.5675,-2.4539,-5.4474,-7.1998,-13,-8.4375,1.0472,-4.6744,-6.7116,-9.1046,0.9069,-1.205,-13.7501,-6.6133,-13.8681,-5.3372,1.3246,-6.1402,-12.3655,-7.9755,-0.3334,-8.0356,1e-04,-6.3218,-9.4442,-6.135,-2.8038,-12.1952,-13.4808,-9.155,-13.0721,-11.3081,0.5525,2.952,-0.897,-4.2553,-1.2499,-5.8334,-7.2837,0.6646,1.9686,3.5398,-15.1648,-9.4507,-14.6246,1.5352,-8.8236,-4.0872,0.392,-18.1102,-8.213,-5.6818,-14.7729,-14.8147,-4.6876,4.3332,-7.5862,3.3018,14.7826,1.3393,-6.6669,-19.9999,-1.1389,-17.6472,-6.6039,-16.0497,-12.9371,-1.1461,1.6667,16.6668,-10.5961,-13.7682,-17.561,-18.6111,-14.0351,-6.2857,-10.3448,-3.8461,-11.3435,-1.5151,-1.739,20.6058
232,-8.9068,-5.4745,-5.9056,-2.6499,-4.7338,-6.8764,-10.3688,-5.9279,-1.9609,-9.7356,-6.7743,-11.0204,-1.9582,-2.0406,-16.9917,-20.0736,-13.5697,-12.53,-7.0797,-6.0872,-4.058,-5.4923,-0.5237,-6.3381,-13.806,-9.327,-8.9796,-8.3525,-4.2327,-3.0659,-11.4905,-5.6804,-1.3333,-6.2407,-2.1738,-8.3425,-5.0735,-2.7574,-7.4562,-4.2144,-10.5059,-2.6668,-6.7327,-4.4336,-3.3335,-3.4985,-1.7075,-2.1164,-20.0001,-2.6883,-2.6314,-7.3072,-4.8781,-8.8785,-14.342,-11.6554,4.6063,0.3095,-5.3629,-21.6394,-3.2762,-15.0002,-20.3446,-9.8589,-10.2605,-8.0198,-5.045,-7.9471,-10.3315,-5.2765,-1.5061,-8.4942,-8.5534,0.8823,-12.0372,1.4566,-5.1163,-16.0642,-6.128,3.8519,-7.3384,-16.4,3.1964,-1.3833,-7.9644,2.308,-11.9928,4.4445,-15.2658,0,2.4182,8.0788,-1.1062,-10.8943,-6.1251,-22.1857,-21.7391,-33.8074,-7.451,-11.6797,-25.9173,-11.7459,-2.401,-3.2557,5.8993,-24.6927,-9.8902,-20.3464,-14.0258,-3.2966,-19.9248,0.0448,2.403,-3.8902,-7.3171,-3.5502,-1.7242,-9.4714,-0.2801,1.3825,-1.547,-2.439,-5.4298,-7.191,-12.9696,-8.4322,1.048,-4.6648,-6.7012,-9.091,0.9433,-1.1429,-13.7037,-6.6036,-13.8174,-5.3164,1.3334,-6.1112,-12.3209,-7.9689,-0.332,-8.0269,1e-04,-6.3107,-9.4016,-6.0239,-2.7973,-12.1779,-13.4752,-9.091,-13.0435,-11.3045,0.5813,2.9521,-0.8928,-4.2424,-1.2499,-5.7752,-7.2729,0.685,1.9951,3.5712,-15.1515,-9.4262,-14.5923,1.548,-8.6957,-4.0722,0.3923,-18.0723,-8.1545,-5.5085,-14.7322,-14.7186,-4.6512,4.3794,-7.5516,3.3249,14.876,1.37,-6.6093,-19.9999,-1.0958,-17.6472,-6.5574,-16.0377,-12.931,-1.0526,1.7243,16.9014,-10.5441,-13.7406,-17.5184,-18.6047,-13.7812,-6.2324,-10.3094,-3.8278,-11.336,-1.439,-1.6806,20.6249
233,-8.8931,-5.4218,-5.8821,-2.6479,-4.6876,-6.8749,-10.3614,-5.8558,-1.9538,-9.7344,-6.7693,-11.0068,-1.9354,-2.0088,-16.9906,-20.0725,-13.5132,-12.5001,-7.0644,-6.0854,-4.0561,-5.4757,-0.5209,-6.2916,-13.7933,-9.324,-8.9776,-8.3216,-4.2165,-3.0588,-11.4734,-5.6683,-1.3229,-6.2363,-2.14,-8.3334,-5.0313,-2.7569,-7.4442,-4.2056,-10.4939,-2.6627,-6.7265,-4.3956,-3.3019,-3.4484,-1.6666,-2.0964,-20.0001,-2.6855,-2.6246,-7.2962,-4.8781,-8.8327,-14.3397,-11.6385,4.6371,0.3151,-5.3107,-21.6352,-3.268,-14.9523,-20.339,-9.834,-10.2484,-8.0082,-5.0094,-7.9447,-10.3092,-5.2633,-1.4706,-8.4906,-8.5339,0.8894,-12.0302,1.4708,-5.1097,-16.0204,-6.1224,3.8834,-7.3333,-16.3411,3.2029,-1.378,-7.949,2.3135,-11.9524,4.4983,-15.2073,0.1261,2.4184,8.1539,-1.087,-10.8469,-6.1087,-22.1622,-21.6901,-33.8028,-7.4205,-11.6477,-25.8824,-11.6855,-2.3891,-3.2258,5.9079,-24.6658,-9.8746,-20.2684,-14.0187,-3.2882,-19.862,0.0851,2.4264,-3.846,-7.317,-3.5462,-1.708,-9.4489,-0.198,1.3889,-1.5385,-2.4057,-5.4118,-7.1839,-12.961,-8.4141,1.0695,-4.6377,-6.6667,-9.0909,0.9479,-1.1237,-13.5727,-6.57,-13.8134,-5.3124,1.3334,-6.0869,-12.2073,-7.9511,-2e-04,-8.0119,1e-04,-6.2502,-9.3497,-5.988,-2.7777,-12.0914,-13.3335,-9.0909,-13.0359,-11.2905,0.6232,2.9704,-0.891,-4.2328,-1.2269,-5.7751,-7.2581,0.6993,2,3.5713,-15.0943,-9.423,-14.5833,1.5873,-8.6956,-4.0322,0.4166,-18.0554,-8.1303,-5.4689,-14.634,-14.6226,-4.5252,4.3999,-7.5377,3.3335,14.8936,1.3953,-6.5501,-19.9659,-1.0872,-17.611,-6.5421,-16.0222,-12.9033,-0.8403,1.8072,16.9675,-10.5263,-13.6121,-17.4529,-18.5842,-13.7739,-6.1068,-10.3093,-3.7735,-11.2807,-1.4199,-1.6723,20.6351
234,-8.8856,-5.3796,-5.8643,-2.6462,-4.6874,-6.8733,-10.3448,-5.8171,-1.9533,-9.7077,-6.7647,-10.965,-1.9279,-1.9916,-16.9885,-20.0679,-13.4831,-12.4998,-7.0588,-6.0759,-4.0191,-5.394,-0.4949,-6.2499,-13.7932,-9.3155,-8.9718,-8.276,-4.2146,-3.0406,-11.3403,-5.637,-1.3228,-6.2222,-2.1276,-8.3333,-5.0001,-2.7524,-7.4285,-4.1585,-10.4575,-2.6616,-6.7165,-4.3919,-3.2968,-3.4303,-1.6665,-2.0943,-20.0001,-2.6833,-2.6163,-7.258,-4.8726,-8.8105,-14.3194,-11.6296,4.6465,0.3254,-5.2631,-21.6217,-3.2455,-14.9252,-20.321,-9.8191,-10.2244,-7.9841,-4.9999,-7.9348,-10.2703,-5.2632,-1.4635,-8.4829,-8.5217,0.9314,-12.0287,1.4807,-5.0726,-16.0075,-6.1024,3.8896,-7.3251,-16.3264,3.237,-1.3637,-7.9461,2.3147,-11.9497,4.5112,-15.2066,0.1594,2.4867,8.1873,-1.0417,-10.8217,-6.0974,-22.0126,-21.6666,-33.7349,-7.4204,-11.6474,-25.8716,-11.6801,-2.3636,-3.1874,5.9171,-24.5989,-9.8683,-20.2452,-13.9764,-3.2711,-19.8493,0.1085,2.4553,-3.8414,-7.2792,-3.5458,-1.7071,-9.4341,-0.1553,1.4057,-1.5356,-2.3932,-5.4056,-7.1685,-12.9138,-8.2814,1.0717,-4.6216,-6.6292,-9.0908,0.9851,-1.0816,-13.5688,-6.5501,-13.7633,-5.2633,1.3515,-6.0748,-12.171,-7.9295,-1e-04,-8,2e-04,-6.25,-9.3168,-5.9171,-2.7691,-12.032,-13.3334,-9.0517,-12.963,-11.2676,0.6895,2.985,-0.8621,-4.2192,-1.139,-5.7694,-7.2465,0.7017,2.0272,3.5899,-15.0443,-9.423,-14.5162,1.676,-8.6955,-3.9999,0.5075,-18.0274,-8.0646,-5.4689,-14.5728,-14.5833,-4.5224,4.5047,-7.4998,3.4245,14.9999,1.3986,-6.5216,-19.7279,-1.0526,-17.5259,-6.504,-15.9765,-12.8047,-0.8332,1.8868,16.9812,-10.4972,-13.5065,-17.3912,-18.5186,-13.6667,-6.0605,-10.3001,-3.7038,-11.2613,-1.4055,-1.6665,20.6522
235,-8.8754,-5.366,-5.8595,-2.5897,-4.6758,-6.8626,-10.3356,-5.7503,-1.9512,-9.6875,-6.75,-10.9171,-1.9228,-1.9913,-16.9605,-20.0424,-13.4652,-12.4781,-7.0548,-6.0165,-4.0106,-5.3922,-0.4762,-6.2163,-13.7353,-9.2657,-8.9494,-8.2398,-4.2016,-2.99,-11.3258,-5.6338,-1.3122,-6.2081,-2.0895,-8.3014,-5.0001,-2.7417,-7.3945,-4.1581,-10.443,-2.6489,-6.7142,-4.3825,-3.2952,-3.413,-1.6665,-2.0922,-19.9999,-2.656,-2.5316,-7.2399,-4.8159,-8.8059,-14.2857,-11.628,4.6693,0.334,-5.2418,-21.5686,-3.226,-14.92,-20.2644,-9.764,-10.2171,-7.9423,-4.9886,-7.8432,-10.2639,-5.2631,-1.4571,-8.4746,-8.4943,0.9333,-12.0232,1.4901,-5.0484,-16.0064,-6.1024,3.9243,-7.2994,-16.3119,3.2532,-1.3461,-7.9269,2.319,-11.9123,4.526,-15.1936,0.1639,2.4871,8.2008,-1.0399,-10.7885,-6.0775,-22,-21.6518,-33.6609,-7.4075,-11.6276,-25.8442,-11.6735,-2.3503,-3.1773,5.926,-24.5945,-9.8523,-20.2407,-13.9381,-3.2634,-19.7917,0.1902,2.5001,-3.7995,-7.2223,-3.5368,-1.6976,-9.3958,-2e-04,1.5046,-1.5151,-2.391,-5.4055,-7.1247,-12.9033,-8.2611,1.1234,-4.6052,-6.6265,-9.0712,0.988,-1.0289,-13.4957,-6.4463,-13.7215,-5.2314,1.3791,-6.0526,-12.1214,-7.926,-1e-04,-7.9648,3e-04,-6.2499,-9.2742,-5.8445,-2.7641,-11.9716,-13.3334,-9.0128,-12.8835,-11.2614,0.7168,2.9917,-0.8509,-4.2016,-1.1174,-5.7252,-7.2464,0.7066,2.0762,3.6364,-15.0377,-9.4118,-14.5161,1.7443,-8.602,-3.9606,0.6099,-17.9488,-8.0538,-5.4487,-14.4682,-14.5283,-4.4706,4.6359,-7.4075,3.4482,14.9999,1.4502,-6.4863,-19.6771,-1.0206,-17.5,-6.4777,-15.9362,-12.7796,-0.8066,1.9155,16.9935,-10.4027,-13.4714,-17.3452,-18.5185,-13.5458,-6.024,-10.1353,-3.6304,-11.2183,-1.2987,-1.6085,20.769
236,-8.8709,-5.3574,-5.8412,-2.5424,-4.6512,-6.8421,-10.3316,-5.7342,-1.9417,-9.651,-6.7198,-10.895,-1.9108,-1.971,-16.9281,-19.9998,-13.4146,-12.4463,-7.033,-5.9999,-4.009,-5.3893,-0.4353,-6.1904,-13.7226,-9.2408,-8.9346,-8.1967,-4.1819,-2.985,-11.3162,-5.6166,-1.3081,-6.2035,-2.0649,-8.2823,-4.9774,-2.7174,-7.3891,-4.1322,-10.4247,-2.6394,-6.684,-4.377,-3.2911,-3.4013,-1.6529,-2.0899,-19.9616,-2.636,-2.521,-7.2266,-4.812,-8.7973,-14.2857,-11.6279,4.7263,0.3608,-5.1795,-21.5469,-3.2259,-14.876,-20.2599,-9.7576,-10.1968,-7.9365,-4.9725,-7.8261,-10.2566,-5.2543,-1.4335,-8.4712,-8.4887,0.9434,-11.9837,1.5229,-5.0162,-15.9577,-6.1014,3.9344,-7.2994,-16.3102,3.2727,-1.3237,-7.8948,2.3257,-11.9049,4.5604,-15.0923,0.2056,2.5002,8.2087,-1.0246,-10.7692,-6.0467,-21.9943,-21.5907,-33.6539,-7.3683,-11.6105,-25.767,-11.628,-2.3437,-3.1468,6.032,-24.5023,-9.8486,-20.2129,-13.9146,-3.2388,-19.6223,0.2717,2.535,-3.7756,-7.2166,-3.5157,-1.6949,-9.3633,-2e-04,1.6129,-1.4706,-2.3529,-5.383,-7.0894,-12.8919,-8.2508,1.2,-4.5634,-6.6038,-9.0656,1.0101,-0.9919,-13.4643,-6.4329,-13.7133,-5.2175,1.3825,-6.0239,-12.1006,-7.9137,-1e-04,-7.963,3e-04,-6.2149,-9.2716,-5.8396,-2.7585,-11.9711,-13.289,-8.9927,-12.8404,-11.2193,0.7576,3.0001,-0.8499,-4.1666,-1.1111,-5.7142,-7.2165,0.7633,2.0834,3.6733,-15.0001,-9.4118,-14.4736,1.7647,-8.5529,-3.9559,0.6453,-17.9487,-8.0536,-5.4067,-14.3749,-14.4279,-4.4675,4.6514,-7.4074,3.4964,15.0373,1.4924,-6.4656,-19.6582,-0.9807,-17.4287,-6.4416,-15.9091,-12.7777,-0.7937,1.9607,17.1329,-10.366,-13.3859,-17.2662,-18.421,-13.5134,-6.0073,-10.1065,-3.6236,-11.111,-1.1952,-1.5151,20.7921
237,-8.868,-5.3536,-5.8333,-2.5236,-4.5456,-6.784,-10.3173,-5.6293,-1.9277,-9.6436,-6.7009,-10.891,-1.9083,-1.9586,-16.923,-19.9658,-13.3531,-12.4224,-7.0208,-5.9857,-3.9999,-5.3812,-0.42,-6.1372,-13.6987,-9.2355,-8.896,-8.1799,-4.1745,-2.9786,-11.3094,-5.5849,-1.3004,-6.2015,-2.0636,-8.2782,-4.9653,-2.7166,-7.3394,-4.1096,-10.4225,-2.5208,-6.6824,-4.3418,-3.2883,-3.3654,-1.626,-2.0595,-19.9496,-2.6314,-2.4999,-7.2092,-4.7839,-8.7948,-14.2856,-11.625,4.762,0.3803,-5.1635,-21.5386,-3.2144,-14.8276,-20.251,-9.7453,-10.1852,-7.9342,-4.916,-7.7984,-10.2384,-5.2499,-1.4185,-8.4657,-8.4878,0.9675,-11.9541,1.5244,-5.0002,-15.9559,-6.1006,3.9691,-7.2506,-16.292,3.2818,-1.3105,-7.8377,2.3366,-11.8705,4.5734,-15.0843,0.2756,2.5155,8.2191,-1.0127,-10.728,-6.0319,-21.9942,-21.5384,-33.6064,-7.3426,-11.5893,-25.6713,-11.5974,-2.3345,-3.125,6.0377,-24.4567,-9.8486,-20.1868,-13.9004,-3.2085,-19.6131,0.3071,2.5641,-3.7431,-7.2059,-3.5061,-1.6666,-9.3495,-1e-04,1.673,-1.4151,-2.3438,-5.3765,-7.0263,-12.8305,-8.2033,1.2006,-4.5565,-6.5883,-8.9908,1.0102,-0.9918,-13.4173,-6.4188,-13.6957,-5.2156,1.415,-5.9828,-12.0834,-7.8738,-1e-04,-7.9547,0.234,-6.2068,-9.2684,-5.8333,-2.6665,-11.9517,-13.2842,-8.9657,-12.8304,-11.1801,0.7603,3.015,-0.8333,-4.1666,-1.002,-5.634,-7.2072,0.7938,2.1052,3.681,-15.0001,-9.3751,-14.4533,1.7961,-8.5438,-3.9215,0.6537,-17.9381,-8.0433,-5.372,-14.3647,-14.4184,-4.4642,4.6729,-7.4073,3.5089,15.0686,1.4924,-6.4515,-19.6078,-0.8196,-17.4107,-6.4173,-15.9091,-12.7271,-0.7143,1.9867,17.1779,-10.3586,-13.3859,-17.2586,-18.3674,-13.4615,-5.9634,-10.0001,-3.5897,-11.0639,-1.0638,-1.4707,20.8094
238,-8.8653,-5.3333,-5.8173,-2.5134,-4.5456,-6.7819,-10.2823,-5.6,-1.9211,-9.6282,-6.6991,-10.8837,-1.8691,-1.9382,-16.9168,-19.9331,-13.3334,-12.4168,-7.0166,-5.9744,-3.9809,-5.3805,-0.4199,-6.1226,-13.6871,-9.233,-8.839,-8.1602,-4.135,-2.974,-11.2722,-5.4982,-1.282,-6.1948,-2.0565,-8.2747,-4.9506,-2.7162,-7.3247,-4.0645,-10.4097,-2.5079,-6.6667,-4.3392,-3.2635,-3.3441,-1.6191,-2.0534,-19.8552,-2.6203,-2.4998,-7.196,-4.7763,-8.75,-14.2275,-11.5911,4.7904,0.406,-5.1378,-21.5248,-3.1771,-14.8046,-20.2431,-9.7131,-10.1588,-7.9326,-4.8991,-7.7884,-10.2041,-5.2192,-1.4115,-8.4639,-8.482,0.99,-11.9504,1.5495,-5,-15.946,-6.087,3.9841,-7.2223,-16.2859,3.2987,-1.3051,-7.8105,2.3409,-11.852,4.7133,-15.0426,0.4791,2.5603,8.2526,-0.9999,-10.644,-6.0186,-21.9697,-21.5354,-33.5921,-7.3171,-11.5891,-25.641,-11.5789,-2.3208,-3.1249,6.0605,-24.4556,-9.8447,-20.1771,-13.8996,-3.2084,-19.6078,0.3346,2.5807,-3.6856,-7.1528,-3.4783,-1.6666,-9.3191,-1e-04,1.6806,-1.4084,-2.3378,-5.3572,-7.0111,-12.8155,-8.1968,1.2498,-4.5341,-6.5492,-8.9284,1.087,-0.9707,-13.4146,-6.3829,-13.6825,-5.1903,1.4544,-5.9816,-12.0755,-7.8616,-1e-04,-7.9366,0.3057,-6.1226,-9.1954,-5.7501,-2.6597,-11.9468,-13.253,-8.9655,-12.7661,-11.1651,0.7937,3.037,-0.8264,-4.1422,-0.9925,-5.625,-7.1446,0.8475,2.1505,3.6868,-15.0001,-9.3494,-14.3792,1.8183,-8.5271,-3.8252,0.6758,-17.9191,-8.0001,-5.3124,-14.3104,-14.3835,-4.4641,4.6912,-7.38,3.5927,15.0945,1.5707,-6.4515,-19.5652,-0.6847,-17.3913,-6.3636,-15.8537,-12.712,-0.7042,2.0408,17.2726,-10.1321,-13.3541,-17.2277,-18.3673,-13.4504,-5.8088,-10,-3.5503,-11.0049,-1.0202,-1.4706,20.93
